Country,Year,Week_no,Station_ID,TMAX,TMIN,TAVG,PRCP,TMAX_lag_0,TMAX_lag_1,TMAX_lag_2,TMAX_lag_3,TMAX_lag_4,TMAX_lag_5,TMAX_lag_6,TMAX_lag_7,TMAX_lag_8,TMAX_lag_9,TMAX_lag_10,TMAX_lag_11,TMAX_lag_12,TMAX_lag_13,TMAX_lag_14,TMAX_lag_15,TMAX_lag_16,TMAX_lag_17,TMAX_lag_18,TMAX_lag_19,TMAX_lag_20,TMAX_lag_21,TMAX_lag_22,TMAX_lag_23,TMAX_lag_24,TMAX_lag_25,TMAX_lag_26,TMAX_lag_27,TMAX_lag_28,TMAX_lag_29,TMAX_lag_30,TMAX_lag_31,TMAX_lag_32,TMAX_lag_33,TMAX_lag_34,TMAX_lag_35,TMAX_lag_36,TMAX_lag_37,TMAX_lag_38,TMAX_lag_39,TMAX_lag_40,TMAX_lag_41,TMAX_lag_42,TMAX_lag_43,TMAX_lag_44,TMAX_lag_45,TMAX_lag_46,TMAX_lag_47,TMAX_lag_48,TMAX_lag_49,TMAX_lag_50,TMAX_lag_51,TMAX_lag_52,TMIN_lag_0,TMIN_lag_1,TMIN_lag_2,TMIN_lag_3,TMIN_lag_4,TMIN_lag_5,TMIN_lag_6,TMIN_lag_7,TMIN_lag_8,TMIN_lag_9,TMIN_lag_10,TMIN_lag_11,TMIN_lag_12,TMIN_lag_13,TMIN_lag_14,TMIN_lag_15,TMIN_lag_16,TMIN_lag_17,TMIN_lag_18,TMIN_lag_19,TMIN_lag_20,TMIN_lag_21,TMIN_lag_22,TMIN_lag_23,TMIN_lag_24,TMIN_lag_25,TMIN_lag_26,TMIN_lag_27,TMIN_lag_28,TMIN_lag_29,TMIN_lag_30,TMIN_lag_31,TMIN_lag_32,TMIN_lag_33,TMIN_lag_34,TMIN_lag_35,TMIN_lag_36,TMIN_lag_37,TMIN_lag_38,TMIN_lag_39,TMIN_lag_40,TMIN_lag_41,TMIN_lag_42,TMIN_lag_43,TMIN_lag_44,TMIN_lag_45,TMIN_lag_46,TMIN_lag_47,TMIN_lag_48,TMIN_lag_49,TMIN_lag_50,TMIN_lag_51,TMIN_lag_52,TAVG_lag_0,TAVG_lag_1,TAVG_lag_2,TAVG_lag_3,TAVG_lag_4,TAVG_lag_5,TAVG_lag_6,TAVG_lag_7,TAVG_lag_8,TAVG_lag_9,TAVG_lag_10,TAVG_lag_11,TAVG_lag_12,TAVG_lag_13,TAVG_lag_14,TAVG_lag_15,TAVG_lag_16,TAVG_lag_17,TAVG_lag_18,TAVG_lag_19,TAVG_lag_20,TAVG_lag_21,TAVG_lag_22,TAVG_lag_23,TAVG_lag_24,TAVG_lag_25,TAVG_lag_26,TAVG_lag_27,TAVG_lag_28,TAVG_lag_29,TAVG_lag_30,TAVG_lag_31,TAVG_lag_32,TAVG_lag_33,TAVG_lag_34,TAVG_lag_35,TAVG_lag_36,TAVG_lag_37,TAVG_lag_38,TAVG_lag_39,TAVG_lag_40,TAVG_lag_41,TAVG_lag_42,TAVG_lag_43,TAVG_lag_44,TAVG_lag_45,TAVG_lag_46,TAVG_lag_47,TAVG_lag_48,TAVG_lag_49,TAVG_lag_50,TAVG_lag_51,TAVG_lag_52,PRCP_lag_0,PRCP_lag_1,PRCP_lag_2,PRCP_lag_3,PRCP_lag_4,PRCP_lag_5,PRCP_lag_6,PRCP_lag_7,PRCP_lag_8,PRCP_lag_9,PRCP_lag_10,PRCP_lag_11,PRCP_lag_12,PRCP_lag_13,PRCP_lag_14,PRCP_lag_15,PRCP_lag_16,PRCP_lag_17,PRCP_lag_18,PRCP_lag_19,PRCP_lag_20,PRCP_lag_21,PRCP_lag_22,PRCP_lag_23,PRCP_lag_24,PRCP_lag_25,PRCP_lag_26,PRCP_lag_27,PRCP_lag_28,PRCP_lag_29,PRCP_lag_30,PRCP_lag_31,PRCP_lag_32,PRCP_lag_33,PRCP_lag_34,PRCP_lag_35,PRCP_lag_36,PRCP_lag_37,PRCP_lag_38,PRCP_lag_39,PRCP_lag_40,PRCP_lag_41,PRCP_lag_42,PRCP_lag_43,PRCP_lag_44,PRCP_lag_45,PRCP_lag_46,PRCP_lag_47,PRCP_lag_48,PRCP_lag_49,PRCP_lag_50,PRCP_lag_51,PRCP_lag_52
Thailand,2019,11,TH000048569,38.0,21.45,28.786,7.534,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,12,TH000048569,37.15,21.329,29.071,7.534,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,13,TH000048569,34.55,22.575,28.271,15.067,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,14,TH000048569,35.55,22.783,28.343,11.1,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,15,TH000048569,35.4,23.1,28.714,8.9,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,16,TH000048569,36.2,23.257,29.6,1.1,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,17,TH000048569,36.4,23.386,29.743,0.5,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,18,TH000048569,35.85,23.9,28.829,15.783,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,19,TH000048569,33.433,24.267,28.343,1.957,33.433,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.267,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.343,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,20,TH000048569,35.0,23.867,28.1,12.85,35.0,33.433,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.867,24.267,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.343,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,1.957,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,21,TH000048569,34.84,23.52,27.943,9.043,34.84,35.0,33.433,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52,23.867,24.267,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.943,28.1,28.343,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.043,12.85,1.957,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,22,TH000048569,34.471,24.267,27.657,6.143,34.471,34.84,35.0,33.433,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.267,23.52,23.867,24.267,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.657,27.943,28.1,28.343,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.143,9.043,12.85,1.957,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2019,23,TH000048569,33.317,23.8,27.371,8.129,33.317,34.471,34.84,35.0,33.433,35.85,36.4,36.2,35.4,35.55,34.55,37.15,38.0,34.767,34.484,34.2,33.4,33.4,32.0,31.9,31.8,31.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,24.267,23.52,23.867,24.267,23.9,23.386,23.257,23.1,22.783,22.575,21.329,21.45,19.233,20.643,21.3,20.914,20.833,21.886,20.617,21.68,23.233,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.371,27.657,27.943,28.1,28.343,28.829,29.743,29.6,28.714,28.343,28.271,29.071,28.786,27.529,27.871,27.914,27.329,27.243,27.214,26.7,26.986,27.4,26.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.129,6.143,9.043,12.85,1.957,15.783,0.5,1.1,8.9,11.1,15.067,7.534,7.534,0.0,0.0,0.0,0.45,0.255,0.06,2.505,4.95,3.114,12.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
